"","country","points","price","province","title","variety","winery"
"1835","Portugal",86,16,"Douro","Quinta de la Rosa 2011 Dourosa Branco White (Douro)","Portuguese White","Quinta de la Rosa"
"1836","Italy",90,NA,"Piedmont","Pertinace 2012 Castellizzano  (Barbaresco)","Nebbiolo","Pertinace"
"1837","Italy",91,25,"Southern Italy","Pietraventosa 2016 Est Rosa Rosato (Murgia)","Rosato","Pietraventosa"
"1838","US",85,28,"California","Pomar Junction 2007 Merlot (Paso Robles)","Merlot","Pomar Junction"
"1839","Italy",90,20,"Northeastern Italy","Comelli 2012 Sauvignon (Colli Orientali del Friuli)","Sauvignon","Comelli"
"1840","New Zealand",87,17,"Marlborough","Villa Maria 2014 Private Bin Pinot Noir (Marlborough)","Pinot Noir","Villa Maria"
"1841","France",89,30,"Burgundy","Antonin Rodet 2011 Château de Rully Cuvée R. de Ternay  (Rully)","Chardonnay","Antonin Rodet"
"1842","France",93,90,"Provence","Château d'Esclans 2013 Garrus Rosé (Côtes de Provence)","Rosé","Château d'Esclans"
"1843","France",85,10,"Champagne","Pommery NV POP Extra Dry  (Champagne)","Champagne Blend","Pommery"
"1844","US",88,38,"Virginia","Early Mountain 2013 Reserve Chardonnay (Virginia)","Chardonnay","Early Mountain"
"1845","Italy",90,35,"Veneto","Bortolomiol 2006 Cartizze  (Prosecco Superiore di Cartizze)","Prosecco","Bortolomiol"
"1846","US",96,75,"Oregon","Cayuse 2009 Camaspelo Cabernet Sauvignon-Merlot (Walla Walla Valley (OR))","Cabernet Sauvignon-Merlot","Cayuse"
"1847","Italy",86,30,"Piedmont","CarlindePaolo 2012 Ad Libitum  (Barbera d'Asti Superiore)","Barbera","CarlindePaolo"
"1848","Italy",93,80,"Piedmont","Borgogno 2009  Barolo","Nebbiolo","Borgogno"
"1849","France",85,NA,"Burgundy","Domaine Sangouard-Guyot 2010 Clos de la Bressande  (Mâcon-Villages)","Chardonnay","Domaine Sangouard-Guyot"
"1850","Germany",93,30,"Mosel","Bischöfliche Weingüter Trier 2015 Scharzhofberger Spätlese Riesling (Mosel)","Riesling","Bischöfliche Weingüter Trier"
"1851","US",84,24,"California","Bravium 2010 Thomson Vineyard Chardonnay (Carneros)","Chardonnay","Bravium"
"1852","Spain",91,25,"Catalonia","Cellers Unió 2012 Roureda Llicorella Anyada Clássic Red (Priorat)","Red Blend","Cellers Unió"
"1853","US",84,40,"California","Franciscan 2011 Cuvée Sauvage Chardonnay (Carneros)","Chardonnay","Franciscan"
"1854","Italy",86,17,"Central Italy","Le Corti dei Farfensi 2009 S. Joseph  (Rosso Piceno Superiore)","Red Blend","Le Corti dei Farfensi"
"1855","Italy",93,63,"Tuscany","Armilla 2011  Brunello di Montalcino","Sangiovese","Armilla"
"1856","US",83,10,"California","McManis 2012 Syrah (California)","Syrah","McManis"
"1857","US",90,75,"Washington","DeLille 2007 Harrison Hill Red (Snipes Mountain)","Red Blend","DeLille"
"1858","US",82,9,"California","Kirkland Signature 2012 Cabernet Sauvignon (Alexander Valley)","Cabernet Sauvignon","Kirkland Signature"
"1859","US",88,22,"California","Chandon NV Blanc de Noirs Sparkling (California)","Sparkling Blend","Chandon"
"1860","US",85,28,"California","Stratton Lummis 2005 Artist's Series Cabernet Sauvignon (Napa Valley)","Cabernet Sauvignon","Stratton Lummis"
"1861","US",85,25,"California","Hendry 2005 Barrel Fermented Chardonnay (Napa Valley)","Chardonnay","Hendry"
"1862","US",87,35,"New York","Shaw 2010 Reserve Pinot Noir (Finger Lakes)","Pinot Noir","Shaw"
"1863","Italy",88,25,"Southern Italy","Di Meo 2016  Fiano di Avellino","Fiano","Di Meo"
"1864","Italy",90,29,"Tuscany","Jacopo Biondi-Santi 2008 Castello di Montepò  (Morellino di Scansano)","Sangiovese","Jacopo Biondi-Santi"
"1865","US",90,22,"Washington","Thurston Wolfe 2006 The Teacher Cabernet Sauvignon (Washington)","Cabernet Sauvignon","Thurston Wolfe"
"1866","France",87,17,"France Other","Clos Teddi 2015 White (Patrimonio)","White Blend","Clos Teddi"
"1867","US",88,14,"California","Stevenot 2007 Verdelho (California)","Verdelho","Stevenot"
"1868","Italy",85,13,"Northeastern Italy","Santi 2002 Sortesele Pinot Grigio (Trentino)","Pinot Grigio","Santi"
"1869","France",87,16,"Provence","Mas de la Dame 2012 Rosé (Les Baux de Provence)","Rosé","Mas de la Dame"
"1870","US",86,10,"New Mexico","Blue Teal 2010 Riesling (New Mexico)","Riesling","Blue Teal"
"1871","US",88,22,"California","Mumm Napa NV Brut Prestige Sparkling (Napa Valley)","Sparkling Blend","Mumm Napa"
"1872","France",94,120,"Champagne","Drappier 2008 Grande Sendrée Brut  (Champagne)","Champagne Blend","Drappier"
"1873","US",89,45,"Oregon","Anam Cara 2010 Nicholas Estate Reserve Pinot Noir (Chehalem Mountains)","Pinot Noir","Anam Cara"
"1874","US",93,58,"California","Dutton-Goldfield 2012 McDougall Vineyard Pinot Noir (Sonoma Coast)","Pinot Noir","Dutton-Goldfield"
"1875","Italy",89,33,"Tuscany","Campo al Mare 2009  Bolgheri","Red Blend","Campo al Mare"
"1876","Chile",84,100,"Maule Valley","Torres 2012 Escaleras de Empedrado Pinot Noir (Maule Valley)","Pinot Noir","Torres"
"1877","Spain",84,45,"Northern Spain","Viña Valoria 2008 Crianza  (Rioja)","Tempranillo Blend","Viña Valoria"
"1878","US",90,34,"California","Last Light 2012 Derbyshire Vineyard Pinot Noir (San Luis Obispo)","Pinot Noir","Last Light"
"1879","US",84,42,"California","Scott Cellars 2008 Reserve White Hawk Vineyard Sangiovese (Santa Barbara County)","Sangiovese","Scott Cellars"
"1880","Australia",91,22,"Victoria","A.T. Richardson 2005 Chockstone Shiraz (Grampians)","Shiraz","A.T. Richardson"
"1881","Argentina",85,30,"Mendoza Province","Bodega Familia Barberis 2004 Humberto Barberis Gran Reserva Malbec (Mendoza)","Malbec","Bodega Familia Barberis"
"1882","US",92,50,"Oregon","Cristom 2009 Eileen Vineyard Pinot Noir (Eola-Amity Hills)","Pinot Noir","Cristom"
"1883","France",87,NA,"Bordeaux","Château Clément-Pichon 2013  Haut-Médoc","Bordeaux-style Red Blend","Château Clément-Pichon"
"1884","Germany",94,45,"Nahe","Dönnhoff 2014 Oberhäuser Brücke Spätlese Riesling (Nahe)","Riesling","Dönnhoff"
"1885","Italy",87,NA,"Veneto","La Tordera NV Alné Extra Dry  (Prosecco)","Glera","La Tordera"
"1886","US",87,19,"Washington","Boomtown 2014 Cabernet Sauvignon (Columbia Valley (WA))","Cabernet Sauvignon","Boomtown"
"1887","Argentina",86,14,"Mendoza Province","Familia Cassone 2007 Finca La Florencia Cabernet Sauvignon (Mendoza)","Cabernet Sauvignon","Familia Cassone"
"1888","Italy",88,30,"Tuscany","Icario 2008  Vino Nobile di Montepulciano","Prugnolo Gentile","Icario"
"1889","France",91,NA,"Burgundy","Terroirs et Talents 2013 Cuvée Claude Brosse  (Saint-Véran)","Chardonnay","Terroirs et Talents"
"1890","Portugal",84,13,"Estremadura","DFJ Vinhos 2008 Grand'Arte Rosé Touriga Nacional (Estremadura)","Touriga Nacional","DFJ Vinhos"
"1891","US",90,34,"Washington","William Church 2010 2 Spires Syrah-Cabernet Sauvignon (Columbia Valley (WA))","Syrah-Cabernet Sauvignon","William Church"
"1892","US",85,25,"California","Rumpus 2010 Red (Sonoma Coast)","Red Blend","Rumpus"
"1893","US",84,15,"Washington","For a Song 2011 The Score Red (Columbia Valley (WA))","Red Blend","For a Song"
"1894","Portugal",85,6,"Alentejano","Adega Cooperativa de Borba 2015 Brado Red (Alentejano)","Portuguese Red","Adega Cooperativa de Borba"
"1895","Austria",93,25,"Burgenland","Feiler-Artinger 2012 Umriss Blaufränkisch (Burgenland)","Blaufränkisch","Feiler-Artinger"
"1896","Israel",93,17,"Judean Hills","Jerusalem Wineries 2013 3400 Premium Shiraz (Judean Hills)","Shiraz","Jerusalem Wineries"
"1897","US",86,20,"California","Scott Harvey 2007 Mountain Selection Barbera (Amador County)","Barbera","Scott Harvey"
"1898","Italy",93,NA,"Tuscany","Giovanni Chiappini 2007 Lienà Cabernet Sauvignon (Toscana)","Cabernet Sauvignon","Giovanni Chiappini"
"1899","US",88,28,"California","Cambridge 2013 Zinfandel (Russian River Valley)","Zinfandel","Cambridge"
"1900","Austria",92,40,"Kremstal","Stadt Krems 2010 Wachtberg Erste Lage Reserve Grüner Veltliner (Kremstal)","Grüner Veltliner","Stadt Krems"
"1901","Spain",87,13,"Northern Spain","Matarromera 2016 Granza Made From Organic Grapes Verdejo (Rueda)","Verdejo","Matarromera"
"1902","Italy",86,NA,"Tuscany","Ruffino 2006 Tenuta Santedame  (Chianti Classico)","Sangiovese","Ruffino"
"1903","US",86,11,"New York","Goose Watch 2011 Rosé Cabernet Franc (Finger Lakes)","Cabernet Franc","Goose Watch"
"1904","US",91,55,"Washington","Pedestal 2008 Merlot (Columbia Valley (WA))","Merlot","Pedestal"
"1905","Italy",92,25,"Tuscany","Losi Querciavalle 2011  Chianti Classico","Red Blend","Losi Querciavalle"
"1906","France",90,15,"Alsace","Boeckel 2014 Riesling (Alsace)","Riesling","Boeckel"
"1907","US",90,88,"California","En Garde 2008 Cabernet Sauvignon (Diamond Mountain District)","Cabernet Sauvignon","En Garde"
"1908","Italy",90,NA,"Southern Italy","Terredora 2003 CampoRe Riserva  (Taurasi)","Aglianico","Terredora"
"1909","Spain",87,11,"Levante","Dominio de la Vega 2012 Paraje Tornel Bobal (Utiel-Requena)","Bobal","Dominio de la Vega"
"1910","France",90,37,"Burgundy","Louis Jadot 2005 La Dominode Premier Cru  (Savigny-lès-Beaune)","Pinot Noir","Louis Jadot"
"1911","US",87,38,"California","Olson Ogden 2006 Unti Vineyard Syrah (Dry Creek Valley)","Syrah","Olson Ogden"
"1912","Italy",89,23,"Lombardy","Olivini 2013 Demesse Vecchie  (Lugana)","Turbiana","Olivini"
"1913","France",93,100,"Burgundy","Château de Santenay 2014 La Maltroie Premier Cru  (Chassagne-Montrachet)","Chardonnay","Château de Santenay"
"1914","Austria",89,24,"Südsteiermark","Lackner Tinnacher 2012 Steirische Klassik Sauvignon Blanc (Südsteiermark)","Sauvignon Blanc","Lackner Tinnacher"
"1915","US",86,15,"New York","Glenora 2015 Gewürztraminer (Finger Lakes)","Gewürztraminer","Glenora"
"1916","US",85,15,"California","Markham 2011 Sauvignon Blanc (Napa Valley)","Sauvignon Blanc","Markham"
"1917","Austria",92,78,"Kremstal","Nigl 2013 Privat Pellingen Reserve Riesling (Kremstal)","Riesling","Nigl"
"1918","Argentina",92,40,"Mendoza Province","TintoNegro 2013 Finca La Escuela Estate Grown Malbec (Mendoza)","Malbec","TintoNegro"
"1919","Spain",90,140,"Northern Spain","Contino 2011  Rioja","Graciano","Contino"
"1920","Italy",92,50,"Sicily & Sardinia","Tenuta di Fessina 2010 Musmeci Riserva  (Etna)","Red Blend","Tenuta di Fessina"
"1921","Australia",91,38,"South Australia","Peter Lehmann 2008 8 Songs Shiraz (Barossa)","Shiraz","Peter Lehmann"
"1922","US",94,45,"California","Bonaccorsi 2010 Cargasacchi Vineyard Pinot Noir (Sta. Rita Hills)","Pinot Noir","Bonaccorsi"
"1923","US",93,200,"California","Diamond Creek 2011 Red Rock Terrace Cabernet Sauvignon (Napa Valley)","Cabernet Sauvignon","Diamond Creek"
"1924","Argentina",85,10,"Mendoza Province","Villa Atuel 2012 El Tractor Cabernet Sauvignon (Mendoza)","Cabernet Sauvignon","Villa Atuel"
"1925","US",88,24,"California","Zepaltas 2013 Chardonnay (Russian River Valley)","Chardonnay","Zepaltas"
"1926","France",89,38,"Burgundy","Michel Gros 1999  Chambolle-Musigny","Pinot Noir","Michel Gros"
"1927","US",90,45,"New York","Paumanok 2007 Assemblage Red (North Fork of Long Island)","Bordeaux-style Red Blend","Paumanok"
"1928","Italy",84,17,"Central Italy","Umberto Cesari 2009 Moma White (Rubicone)","White Blend","Umberto Cesari"
"1929","Chile",89,15,"Colchagua Valley","Viña Santa Cruz 2011 Chamán Reserva Carmenère-Cabernet Sauvignon (Colchagua Valley)","Carmenère-Cabernet Sauvignon","Viña Santa Cruz"
"1930",NA,86,19,NA,"Mt. Beautiful 2014 Pinot Gris","Pinot Gris","Mt. Beautiful"
"1931","Australia",89,70,"South Australia","Kilikanoon 2008 Oracle Shiraz (Clare Valley)","Shiraz","Kilikanoon"
"1932","France",91,26,"Beaujolais","Château de Pizay 2013 Cuvée du Py  (Morgon)","Gamay","Château de Pizay"
"1933","Italy",84,10,"Veneto","Cecilia Beretta 2011 Brognoligo  (Soave Classico)","Garganega","Cecilia Beretta"
"1934","Austria",89,13,"Burgenland","Zantho 2015 Sauvignon Blanc (Burgenland)","Sauvignon Blanc","Zantho"
"1935","US",86,10,"California","Ironstone 2008 Cabernet Sauvignon (California)","Cabernet Sauvignon","Ironstone"
"1936","US",87,34,"California","Jaffurs 2007 Grenache (Santa Barbara County)","Grenache","Jaffurs"
"1937","France",90,40,"Bordeaux","Château Liversan 2006 Cuvée Sophie  (Haut-Médoc)","Bordeaux-style Red Blend","Château Liversan"
"1938","France",85,60,"Bordeaux","Château Thuron 2005 Tradition  (Bordeaux Supérieur)","Bordeaux-style Red Blend","Château Thuron"
"1939","US",93,39,"California","Jamie Slone Wines 2014 Aloysius Chardonnay (Sta. Rita Hills)","Chardonnay","Jamie Slone Wines"
"1940","Italy",92,23,"Tuscany","Cafaggio 2012  Chianti Classico","Sangiovese","Cafaggio"
"1941","US",87,30,"Washington","Cerebella 2014 Cabernet Sauvignon (Walla Walla Valley (WA))","Cabernet Sauvignon","Cerebella"
"1942","France",85,NA,"Southwest France","Producteurs Plaimont 2014 Colombelle L'Original White (Côtes de Gascogne)","White Blend","Producteurs Plaimont"
"1943","France",90,25,"Provence","Château les Valentines 2014 Rosé (Côtes de Provence)","Rosé","Château les Valentines"
"1944","US",91,55,"California","Kaleidos 2014 Reserve Syrah (Paso Robles)","Syrah","Kaleidos"
"1945","US",87,65,"California","Valley Legend 2008 Cabernet Sauvignon (St. Helena)","Cabernet Sauvignon","Valley Legend"
"1946","New Zealand",88,15,"Marlborough","Drylands 2008 Sauvignon Blanc (Marlborough)","Sauvignon Blanc","Drylands"
"1947","US",92,38,"Oregon","St. Innocent 2015 Zenith Vineyard Pinot Noir (Eola-Amity Hills)","Pinot Noir","St. Innocent"
"1948","France",88,55,"Bordeaux","Château Brulescaille 2010  Côtes de Bourg","Bordeaux-style Red Blend","Château Brulescaille"
"1949","US",86,35,"California","Amici 2008 Cabernet Sauvignon (Napa Valley)","Cabernet Sauvignon","Amici"
"1950","US",88,35,"California","Scott Harvey 2011 J & S Reserve Barbera (Amador County)","Barbera","Scott Harvey"
"1951","South Africa",91,28,"Elgin","Neil Ellis 2011 Chardonnay (Elgin)","Chardonnay","Neil Ellis"
"1952","US",92,40,"Washington","Mark Ryan 2005 Wild Eyed Red (Red Mountain)","Red Blend","Mark Ryan"
"1953","Italy",87,18,"Sicily & Sardinia","Scilio 2009  Etna","Red Blend","Scilio"
"1954","US",87,15,"California","Villa San Juliette 2007 Petite Sirah (Paso Robles)","Petite Sirah","Villa San Juliette"
"1955","France",82,20,"Alsace","Wunsch & Mann 2011 Riesling (Alsace)","Riesling","Wunsch & Mann"
"1956","US",93,100,"California","Turiya 2012 Inner Peace Red (Central Coast)","Red Blend","Turiya"
"1957","US",88,40,"California","Alexander Valley Vineyards 2008 Single Vineyard Selection Cabernet Sauvignon (Alexander Valley)","Cabernet Sauvignon","Alexander Valley Vineyards"
"1958","Austria",85,13,"Niederösterreich","Zull 2011 Lust & Laune Rosé (Niederösterreich)","Rosé","Zull"
"1959","US",92,30,"California","Baker Lane 2013 Sonoma Coast Cuvée Pinot Noir (Sonoma Coast)","Pinot Noir","Baker Lane"
"1960","Chile",87,18,"Maipo Valley","Tres Palacios 2013 Family Vintage Carmenère (Maipo Valley)","Carmenère","Tres Palacios"
"1961","Italy",88,42,"Piedmont","Gianni Gagliardo 2013 La Matta  (Barbera d'Alba Superiore)","Barbera","Gianni Gagliardo"
"1962","US",88,50,"New York","Sheldrake Point 2011 Reserve Riesling (Finger Lakes)","Riesling","Sheldrake Point"
"1963","Spain",92,37,"Northern Spain","Valenciso 2009 Reserva  (Rioja)","Tempranillo","Valenciso"
"1964","France",97,286,"Burgundy","Louis Jadot 2014  Clos de la Roche","Pinot Noir","Louis Jadot"
"1965","France",85,NA,"Beaujolais","Georges Duboeuf 2011 Sélection  (Beaujolais-Villages)","Gamay","Georges Duboeuf"
"1966","US",91,22,"California","Stevenot 2006 Zinfandel (Sierra Foothills)","Zinfandel","Stevenot"
"1967","France",94,NA,"Champagne","Pascal Doquet 1996 Le Mesnil sur Oger Grand Cru Blanc de Blancs Brut Chardonnay (Champagne)","Chardonnay","Pascal Doquet"
"1968","US",90,48,"California","Sojourn 2013 Rodgers Creek Vineyard Pinot Noir (Sonoma Coast)","Pinot Noir","Sojourn"
"1969","Argentina",81,12,"Mendoza Province","Luis Segundo Correas 2013 Choique Reserva Malbec (Mendoza)","Malbec","Luis Segundo Correas"
"1970","Italy",88,26,"Tuscany","La Selva 2013 Colli dell'Uccellina Riserva  (Morellino di Scansano)","Red Blend","La Selva"
"1971","Portugal",88,25,"Douro","Casca Wines 2009 Cape Roca Boat Red (Douro)","Portuguese Red","Casca Wines"
"1972","US",94,150,"California","Keller Estate 2005 Precioso Chardonnay (Sonoma Coast)","Chardonnay","Keller Estate"
"1973","France",88,15,"Southwest France","Georges Vigouroux 2011 Antisto Tradition Malbec (Cahors)","Malbec","Georges Vigouroux"
"1974","US",87,30,"Oregon","Willamette Valley Vineyards 2012 Estate Pinot Noir (Willamette Valley)","Pinot Noir","Willamette Valley Vineyards"
"1975","Chile",84,28,"Casablanca Valley","Loma Larga 2010 Unfiltered Cabernet Franc (Casablanca Valley)","Cabernet Franc","Loma Larga"
"1976","Spain",89,15,"Galicia","Terra do Castelo 2014 Sensación White (Ribeiro)","White Blend","Terra do Castelo"
"1977","US",84,17,"New York","Macari 2008 Early Wine Chardonnay (North Fork of Long Island)","Chardonnay","Macari"
"1978","Spain",86,30,"Northern Spain","Marqués de Murrieta 2012 Capellanía Viura (Rioja)","Viura","Marqués de Murrieta"
"1979","Spain",92,28,"Northern Spain","Perelada 2012 Finca Malaveïna Red (Empordà)","Red Blend","Perelada"
"1980","US",88,25,"California","Hanna 1999 Merlot (Alexander Valley)","Merlot","Hanna"
"1981","Italy",88,29,"Central Italy","Tabarrini 2009  Montefalco Rosso","Red Blend","Tabarrini"
"1982","Austria",94,75,"Kamptal","Loimer 2013 Spiegel Reserve Grüner Veltliner (Kamptal)","Grüner Veltliner","Loimer"
"1983","Australia",91,30,"South Australia","Langmeil 2008 Blacksmith Cabernet Sauvignon (Barossa)","Cabernet Sauvignon","Langmeil"
"1984","US",90,30,"California","Dutton-Goldfield 2013 Dutton Ranch Green Valley Vineyard Gewürztraminer (Green Valley)","Gewürztraminer","Dutton-Goldfield"
"1985","Italy",87,22,"Tuscany","Tenuta di Morzano 2010 Emilio  (Chianti Superiore)","Sangiovese","Tenuta di Morzano"
"1986","Portugal",89,25,"Dão","Casa de Santar 2007 Branco Reserva White (Dão)","Portuguese White","Casa de Santar"
"1987","Italy",91,37,"Central Italy","Farnese 2005 Opi Riserva  (Montepulciano d'Abruzzo Colline Teramane)","Montepulciano","Farnese"
"1988","Italy",93,68,"Lombardy","Ferghettina 2007 Extra Brut Sparkling (Franciacorta)","Sparkling Blend","Ferghettina"
"1989","New Zealand",86,22,"Marlborough","Ara 2008 Composite Pinot Noir (Marlborough)","Pinot Noir","Ara"
"1990","US",85,13,"New York","Lucas Vineyards 2012 Dry Riesling (Finger Lakes)","Riesling","Lucas Vineyards"
"1991","US",88,39,"California","Cedarville Vineyard 2013 Turnabout's Fair Play Red (El Dorado)","Rhône-style Red Blend","Cedarville Vineyard"
"1992","Italy",88,50,"Piedmont","Bel Colle 2013 Montersino  (Barbaresco)","Nebbiolo","Bel Colle"
"1993","Portugal",91,20,"Alentejano","Monte da Ravasqueira 2013 Reserva Red (Alentejano)","Portuguese Red","Monte da Ravasqueira"
"1994","US",91,48,"California","Failla Jordan 2001 Hirsch Vineyard Pinot Noir (Sonoma Coast)","Pinot Noir","Failla Jordan"
"1995","Spain",90,27,"Northern Spain","Perelada 2011 Finca Espolla Red (Empordà)","Red Blend","Perelada"
